traffic,legend,queue_depth,loss_rate,link_rate_mhit_s,stall_cycles,active_channels,definition
iid_256,iid 256-channel,84,0.405321587015,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,84,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,84,0.671875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,85,0.399081526916,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,85,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,85,0.66796875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,86,0.392864310385,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,86,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,86,0.6640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,87,0.386670071794,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,87,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,87,0.66015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,88,0.380498947109,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,88,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,88,0.65625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,89,0.374351073912,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,89,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,89,0.65234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,90,0.368226591433,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,90,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,90,0.6484375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,91,0.362125640581,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,91,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,91,0.64453125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,92,0.356048363972,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,92,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,92,0.640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,93,0.34999490596,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,93,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,93,0.63671875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,94,0.343965412672,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,94,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,94,0.6328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,95,0.337960032038,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,95,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,95,0.62890625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,96,0.331978913827,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,96,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,96,0.625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,97,0.326022209678,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,97,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,97,0.62109375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,98,0.320090073139,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,98,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,98,0.6171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,99,0.314182659701,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,99,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,99,0.61328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,100,0.308300126837,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,100,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,100,0.609375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,101,0.302442634037,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,101,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,101,0.60546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,102,0.296610342849,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,102,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,102,0.6015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,103,0.290803416922,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,103,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,103,0.59765625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,104,0.28502202204,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,104,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,104,0.59375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,105,0.279266326171,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,105,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,105,0.58984375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,106,0.273536499508,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,106,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,106,0.5859375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,107,0.267832714511,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,107,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,107,0.58203125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,108,0.262155145957,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,108,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,108,0.578125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,109,0.256503970985,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,109,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,109,0.57421875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,110,0.250879369141,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,110,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,110,0.5703125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,111,0.245281522435,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,111,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,111,0.56640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,112,0.239710615383,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,112,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,112,0.5625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,113,0.234166835068,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,113,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,113,0.55859375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,114,0.228650371187,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,114,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,114,0.5546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,115,0.223161416108,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,115,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,115,0.55078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,116,0.21770016493,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,116,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,116,0.546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,117,0.212266815537,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,117,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,117,0.54296875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,118,0.206861568663,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,118,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,118,0.5390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,119,0.201484627948,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,119,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,119,0.53515625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,120,0.196136200007,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,120,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,120,0.53125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,121,0.190816494492,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,121,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,121,0.52734375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,122,0.185525724163,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,122,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,122,0.5234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,123,0.180264104952,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,123,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,123,0.51953125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,124,0.175031856043,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,124,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,124,0.515625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,125,0.169829199937,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,125,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,125,0.51171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,126,0.164656362533,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,126,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,126,0.5078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,127,0.159513573205,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,127,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,127,0.50390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,128,0.154401064886,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,128,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,128,0.5,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,129,0.149319074145,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,129,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,129,0.49609375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,130,0.144267841278,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,130,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,130,0.4921875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,131,0.139247610395,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,131,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,131,0.48828125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,132,0.134258629514,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,132,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,132,0.484375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,133,0.129301150653,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,133,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,133,0.48046875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,134,0.124375429938,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,134,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,134,0.4765625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,135,0.119481727714,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,135,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,135,0.47265625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,136,0.114620308691,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,136,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,136,0.46875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,137,0.10979144217,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,137,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,137,0.46484375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,138,0.104995402436,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,138,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,138,0.4609375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,139,0.100232469599,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,139,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,139,0.45703125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,140,0.0955029314014,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,140,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,140,0.453125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,141,0.0908070871498,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,141,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,141,0.44921875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,142,0.0861452560099,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,142,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,142,0.4453125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,143,0.0815177938423,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,143,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,143,0.44140625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,144,0.0769251258545,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,144,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,144,0.4375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,145,0.0723678069224,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,145,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,145,0.43359375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,146,0.0678466274577,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,146,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,146,0.4296875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,147,0.0633627894426,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,147,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,147,0.42578125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,148,0.0589181828759,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,148,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,148,0.421875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,149,0.0545157940329,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,149,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,149,0.41796875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,150,0.0501602690175,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,150,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,150,0.4140625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,151,0.0458586340892,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,151,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,151,0.41015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,152,0.0416211349156,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,152,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,152,0.40625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,153,0.037462101466,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,153,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,153,0.40234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,154,0.0334006822204,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,154,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,154,0.3984375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,155,0.0294612375041,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,155,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,155,0.39453125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,156,0.0256731599135,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,156,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,156,0.390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,157,0.0220699225402,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,157,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,157,0.38671875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,158,0.0186872558984,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,158,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,158,0.3828125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,159,0.0155605160047,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,159,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,159,0.37890625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,160,0.0127214992353,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,160,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,160,0.375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,161,0.0101951350632,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,161,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,161,0.37109375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,162,0.00799659001575,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,162,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,162,0.3671875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,163,0.00612930278534,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,163,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,163,0.36328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,164,0.00458432985821,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,164,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,164,0.359375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,165,0.00334114091057,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,165,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,165,0.35546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,166,0.00236972408465,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,166,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,166,0.3515625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,167,0.00163361727809,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
